entities,author_id,id,created_at,public_metrics,text,edit_history_tweet_ids,username,name
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 168, 'end': 180, 'username': 'Andre_Saenz', 'id': '153609879'}, {'start': 181, 'end': 195, 'username': 'EdwSuarez1109', 'id': '1342152902400471040'}, {'start': 196, 'end': 210, 'username': 'bettysensatez', 'id': '150378751'}, {'start': 211, 'end': 227, 'username': 'miguel_agu78839', 'id': '1682503778497359872'}], 'annotations': [{'start': 27, 'end': 31, 'probability': 0.821, 'type': 'Person', 'normalized_text': 'Petro'}]}",1246914322489540610,1967941854114222231,2025-09-16 13:21:15+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 15}","@JDOviedoAr @ConTodaPorCol Petro cumplió su objetivo de entregarle el país a sus colegas de las narco-guerrillas, y los cultivos de coca pasaron de 60.000 a 300.000 ha
@Andre_Saenz @EdwSuarez1109 @bettysensatez @miguel_agu78839",['1967941854114222231'],giorozas,Orlando
"{'mentions': [{'start': 0, 'end': 12, 'username': 'silvioravel', 'id': '4723981955'}, {'start': 13, 'end': 26, 'username': 'VickyDavilaH', 'id': '242730842'}, {'start': 27, 'end': 43, 'username': 'ABDELAESPRIELLA', 'id': '1657059045956517897'}, {'start': 134, 'end': 150, 'username': 'ABDELAESPRIELLA', 'id': '1657059045956517897'}, {'start': 255, 'end': 266, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 269, 'end': 284, 'username': 'IBetancourtCol', 'id': '1447851349702586368'}, {'start': 289, 'end': 302, 'username': 'VickyDavilaH', 'id': '242730842'}], 'annotations': [{'start': 51, 'end': 55, 'probability': 0.6752, 'type': 'Person', 'normalized_text': 'vicky'}]}",141202165,1967938839458263102,2025-09-16 13:09:16+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",@silvioravel @VickyDavilaH @ABDELAESPRIELLA NO. Ya vicky mostró su rostro verdadero acá y sería un error craso meterla en la campaña. @ABDELAESPRIELLA debe jugarse la fórmula vicepresidencial con alguien del centro y de esos pueden los más factibles son: @JDOviedoAr o @IBetancourtCol CON @VickyDavilaH NO ES EL CAMINO.,['1967938839458263102'],CABETOGOMEZ,CARLOS ALBERTO GOMEZ
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 101, 'end': 114, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 293, 'end': 303, 'username': 'nadiablel', 'id': '2157851091'}], 'annotations': [{'start': 56, 'end': 59, 'probability': 0.9926, 'type': 'Place', 'normalized_text': 'EEUU'}, {'start': 180, 'end': 184, 'probability': 0.4531, 'type': 'Organization', 'normalized_text': 'TRUMP'}, {'start': 202, 'end': 209, 'probability': 0.9598, 'type': 'Place', 'normalized_text': 'Colombia'}]}",550499603,1967936095712317508,2025-09-16 12:58:22+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 30}",@JDOviedoAr @ConTodaPorCol Extrema derecha que ha ido a EEUU a pedir sanciones contra el gobierno de @petrogustavo y ha complotado para generar un golpe de Estado a conseguido que TRUMP descertifique a Colombia en la lucha contra el narcotrafico. Flaco servicio le han hecho a los colombianos @nadiablel,['1967936095712317508'],JairoRamirezh,Jairo Ramirez
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",1897088426479955968,1967934590393454806,2025-09-16 12:52:23+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 11}",@JDOviedoAr @ConTodaPorCol Usted ya devolvió la plata que se robó del concejo?,['1967934590393454806'],TuomasShelby,Tommy Shelby
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",56725894,1967932197245239493,2025-09-16 12:42:52+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 20}",@JDOviedoAr @ConTodaPorCol Hora de acción para que devuelva los honorarios que recibió como concejal sabiendo que estaba impedido. NO LE ROBE A BOGOTÁ,['1967932197245239493'],marci_acero,Mar_💚💜
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",1635212932245061632,1967932107948429667,2025-09-16 12:42:31+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 11}",@JDOviedoAr @ConTodaPorCol lok hp,['1967932107948429667'],petristasiempre,PATROSKY 💯%
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",1777867789287538688,1967930741725225180,2025-09-16 12:37:05+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",@JDOviedoAr @ConTodaPorCol Que hablas periquero,['1967930741725225180'],CifuentesL98485,Luis Gabriela Saavedra Cifuentes
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}], 'annotations': [{'start': 107, 'end': 115, 'probability': 0.3891, 'type': 'Place', 'normalized_text': 'República'}]}",1076986340,1967930477970616511,2025-09-16 12:36:02+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2}",@JDOviedoAr @ConTodaPorCol Aja mí llave cómo cuántos votos crees tú que vas a sacar a la presidencia de la República?,['1967930477970616511'],FERNANDORAVEM,FERNANDO RAVE M.
"{'urls': [{'start': 279, 'end': 302, 'url': 'https://t.co/GBKVlOnRLh', 'expanded_url': 'https://twitter.com/JDOviedoAr/status/1967773694509359263', 'display_url': 'x.com/JDOviedoAr/sta…'}], 'hashtags': [{'start': 108, 'end': 126, 'tag': 'GobiernoDelCambio'}], 'mentions': [{'start': 15, 'end': 26, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 89, 'end': 102, 'username': 'petrogustavo', 'id': '49849732'}], 'annotations': [{'start': 203, 'end': 204, 'probability': 0.8841, 'type': 'Place', 'normalized_text': 'US'}, {'start': 276, 'end': 277, 'probability': 0.7309, 'type': 'Place', 'normalized_text': 'US'}]}",853465909230481408,1967929685972762836,2025-09-16 12:32:54+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 15}","Este ciudadano @JDOviedoAr se pasa de pendejo.😂
Esos tres puntos es lo que está haciendo @petrogustavo y el #GobiernoDelCambio por 1a.vez en la historia de este país.
No somos colonia de nadie, menos de US. Nuestra política interna es libre y no está supeditada a lo que diga US https://t.co/GBKVlOnRLh",['1967929685972762836'],ArqMlopez,#FreeColombia 🇨🇴 #FreePalestine 🇵🇸
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",1523639932455112706,1967929513788232036,2025-09-16 12:32:13+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}","@JDOviedoAr @ConTodaPorCol La lucha se tiene que dar más en el suelo estadounidense, por qué a ya es donde se mueve el mercado, si hay oferta la demanda se mantendrá en el país.",['1967929513788232036'],EdwarMontenegr7,Montblanc
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}], 'annotations': [{'start': 32, 'end': 38, 'probability': 0.4651, 'type': 'Person', 'normalized_text': 'loquita'}]}",1946995178515931136,1967928783182377074,2025-09-16 12:29:18+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6}","@JDOviedoAr @ConTodaPorCol Oiga loquita, no pasa nada, sale más barato sin certificación",['1967928783182377074'],alberto_ve46966,Alberto velez
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",919056763,1967928773283811479,2025-09-16 12:29:16+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3}",@JDOviedoAr @ConTodaPorCol 🤣🤣🤣🤣🤣,['1967928773283811479'],LUISFELIPEPOVED,LUIS FELIPE POVEDA
"{'mentions': [{'start': 0, 'end': 8, 'username': 'okter80', 'id': '143450793'}, {'start': 9, 'end': 20, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 21, 'end': 35, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 36, 'end': 49, 'username': 'petrogustavo', 'id': '49849732'}], 'annotations': [{'start': 50, 'end': 55, 'probability': 0.6691, 'type': 'Person', 'normalized_text': 'Daniel'}, {'start': 142, 'end': 150, 'probability': 0.7306, 'type': 'Place', 'normalized_text': 'venezuela'}]}",402412990,1967928565225439597,2025-09-16 12:28:26+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}","@okter80 @JDOviedoAr @ConTodaPorCol @petrogustavo Daniel usted si da risa, como les duele que colombia no esté como querían q estuviera, como venezuela, jaja, vamos el PROGRESISMO CON MAS FUERZA PARA 2026, estas decisiones nos hacen mas fuertes.",['1967928565225439597'],abri_luz,Luz Abril
"{'urls': [{'start': 279, 'end': 302, 'url': 'https://t.co/t1zQ5aFUCB', 'expanded_url': 'https://twitter.com/UltimaHoraCR/status/1967768230325522523', 'display_url': 'x.com/UltimaHoraCR/s…'}], 'mentions': [{'start': 5, 'end': 16, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 133, 'end': 140, 'probability': 0.889, 'type': 'Place', 'normalized_text': 'Pastrana'}, {'start': 185, 'end': 189, 'probability': 0.9723, 'type': 'Person', 'normalized_text': 'Petro'}]}",55241060,1967928427358699632,2025-09-16 12:27:54+00:00,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 16}","Juan @JDOviedoAr , hay 6 bases gringas en el país, qué están haciendo? El control territorial se perdió con la zona de distensión de Pastrana, que lo cedió a cambio de la presidencia y Petro lo esta recuperando. Fortalecer la estrategia de la fuerza pública con apoyo de (sigue) https://t.co/t1zQ5aFUCB",['1967928427358699632'],ControlSocial23,Luis Correa
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",402412990,1967927334012600529,2025-09-16 12:23:33+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6}","@JDOviedoAr @ConTodaPorCol La decertificacion decisión POLITICA DE TRUM,  para ser utilizada por los políticos para la campaña 2026, osea  lo q usted esta haciendo",['1967927334012600529'],abri_luz,Luz Abril
"{'urls': [{'start': 279, 'end': 302, 'url': 'https://t.co/5QieB0hBju', 'expanded_url': 'https://x.com/CxRamirezMiguel/status/1967927278878298205/video/1', 'display_url': 'pic.x.com/5QieB0hBju', 'media_key': '13_1967927204823646208'}], 'mentions': [{'start': 10, 'end': 23, 'username': 'CarlosFGalan', 'id': '64791701'}, {'start': 74, 'end': 81, 'username': 'Bogota', 'id': '57664761'}, {'start': 151, 'end': 157, 'username': 'Uaesp', 'id': '271649023'}, {'start': 224, 'end': 231, 'username': 'Bogota', 'id': '57664761'}, {'start': 263, 'end': 274, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 25, 'end': 30, 'probability': 0.9421, 'type': 'Place', 'normalized_text': 'Bogotá'}]}",1399484619574198272,1967927278878298205,2025-09-16 12:23:20+00:00,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 210}","Apreciado @CarlosFGalan, Bogotá no solo es el metro, lleva 20 meses en su @Bogota y el problema de las basuras cada vez es peor, la ineficiencia de la @Uaesp nos tiene al borde de una crisis sanitaria, desde la campaña a la @Bogota el 13 de Agosto del 2023 el Dr @JDOviedoAr con https://t.co/5QieB0hBju",['1967927278878298205'],CxRamirezMiguel,Miguel Ramirez Gomez
"{'urls': [{'start': 281, 'end': 304, 'url': 'https://t.co/QGanSFyN5k', 'expanded_url': 'https://x.com/EmisorasABC/status/1967927216538325422/video/1', 'display_url': 'pic.x.com/QGanSFyN5k', 'media_key': '13_1967926572389675008'}], 'annotations': [{'start': 23, 'end': 30, 'probability': 0.9852, 'type': 'Place', 'normalized_text': 'Colombia'}]}",293353729,1967927216538325422,2025-09-16 12:23:05+00:00,"{'retweet_count': 6, 'reply_count': 1, 'like_count': 9, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 879}","La no certificación de Colombia en la lucha antinarcóticos es un llamado de atención que no podemos ignorar. No es hora de lamentaciones, es hora de ACCIÓN.
Como país necesitamos 3 decisiones claras:
1️⃣ Recuperar el control territorial en las zonas donde se multiplicó el cultivo https://t.co/QGanSFyN5k",['1967927216538325422'],EmisorasABC,Emisoras ABC
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}], 'annotations': [{'start': 27, 'end': 38, 'probability': 0.4736, 'type': 'Other', 'normalized_text': 'Narcotráfico'}, {'start': 107, 'end': 117, 'probability': 0.6228, 'type': 'Other', 'normalized_text': 'WALL STREET'}]}",1903601137627910144,1967927131968807267,2025-09-16 12:22:45+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 16}","@JDOviedoAr @ConTodaPorCol Narcotráfico es un negocio gringo, las grandes ganancias se mueven en bancos de WALL STREET. 
Los campesinos no son narcotraficantes.",['1967927131968807267'],GUACHARED,Guacha
"{'mentions': [{'start': 0, 'end': 13, 'username': 'UltimaHoraCR', 'id': '1297930090135920640'}, {'start': 41, 'end': 52, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 69, 'end': 81, 'probability': 0.9837, 'type': 'Person', 'normalized_text': 'Gustavo Petro'}]}",990783504127537153,1967925759890330068,2025-09-16 12:17:18+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 155}","@UltimaHoraCR Alguna duda que este señor @JDOviedoAr es candidato de Gustavo Petro,lo mismo hizo en el foro de pensiones donde se manifestó de acuerdo con la no devolución de saldos",['1967925759890330068'],MisaelMH1,Misael MH
"{'urls': [{'start': 158, 'end': 181, 'url': 'https://t.co/rCrG2rrZYL', 'expanded_url': 'https://x.com/IJSB08567272/status/1967925489651310853/photo/1', 'display_url': 'pic.x.com/rCrG2rrZYL', 'media_key': '3_1967925487314890752'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'MejorJuntos_col', 'id': '1966611523217903617'}, {'start': 17, 'end': 30, 'username': 'DiegoASantos', 'id': '26946244'}, {'start': 31, 'end': 42, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 43, 'end': 56, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 57, 'end': 73, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 74, 'end': 89, 'username': 'sergio_fajardo', 'id': '25185308'}, {'start': 90, 'end': 103, 'username': 'hectorolimpo', 'id': '273145022'}, {'start': 104, 'end': 117, 'username': 'JuanGZuluaga', 'id': '202812622'}, {'start': 118, 'end': 128, 'username': 'agaviriau', 'id': '175806207'}, {'start': 129, 'end': 143, 'username': 'DanielSamperO', 'id': '134855279'}, {'start': 144, 'end': 157, 'username': 'DeLaCalleHum', 'id': '823348278830002177'}]}",1405857786643324932,1967925489651310853,2025-09-16 12:16:13+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",@MejorJuntos_col @DiegoASantos @JDOviedoAr @MauricioCard @juanmanuelgalan @sergio_fajardo @hectorolimpo @JuanGZuluaga @agaviriau @DanielSamperO @DeLaCalleHum https://t.co/rCrG2rrZYL,['1967925489651310853'],IJSB08567272,IJSB
"{'mentions': [{'start': 0, 'end': 16, 'username': 'pedroel10979641', 'id': '1163931320784998400'}, {'start': 17, 'end': 28, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 29, 'end': 43, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",735155562791460864,1967924730574631146,2025-09-16 12:13:12+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 22}",@pedroel10979641 @JDOviedoAr @ConTodaPorCol Con ellos o sin ellos seguimos igual...a qué te cojo ratón 🐭🐭🐭,['1967924730574631146'],ervin_german,ervin german vega ma
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",1901872939110105088,1967924523203957117,2025-09-16 12:12:23+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",@JDOviedoAr @ConTodaPorCol jajajajajajajajajajajajajajajajajajajajajajaja... payaso.,['1967924523203957117'],JoseRodrig7024,Jose Rodrigo Fuentes Nuñez
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}], 'annotations': [{'start': 65, 'end': 71, 'probability': 0.9883, 'type': 'Place', 'normalized_text': 'EE. UU.'}, {'start': 79, 'end': 86, 'probability': 0.9853, 'type': 'Place', 'normalized_text': 'Colombia'}, {'start': 249, 'end': 256, 'probability': 0.9847, 'type': 'Place', 'normalized_text': 'Colombia'}]}",4359984126,1967924443856216520,2025-09-16 12:12:04+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 58}","@JDOviedoAr @ConTodaPorCol La certificación o decertificación de EE. UU. sobre Colombia refleja una relación desigual: un país extranjero evaluando nuestra soberanía como si fuéramos subordinados. No es un reconocimiento, es dependencia disfrazada. Colombia debe romper ese rol de patio trasero. NO+",['1967924443856216520'],JaimeLozano22,Jaime Lozano
"{'mentions': [{'start': 0, 'end': 8, 'username': 'okter80', 'id': '143450793'}, {'start': 9, 'end': 20, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 21, 'end': 35, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 36, 'end': 49, 'username': 'petrogustavo', 'id': '49849732'}], 'annotations': [{'start': 64, 'end': 68, 'probability': 0.972, 'type': 'Person', 'normalized_text': 'Petro'}, {'start': 144, 'end': 151, 'probability': 0.9842, 'type': 'Place', 'normalized_text': 'Colombia'}]}",781343845611167744,1967924425497645076,2025-09-16 12:11:59+00:00,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",@okter80 @JDOviedoAr @ConTodaPorCol @petrogustavo Yo pienso que Petro no es incompetente ...él es bastante hábil en lo que quiere: empobrecer a Colombia para ponernos a limosnear un poco de comida,['1967924425497645076'],premisa34,Enrique
"{'mentions': [{'start': 0, 'end': 7, 'username': 'xWASAx', 'id': '519131397'}, {'start': 8, 'end': 19, 'username': 'JDOviedoAr', 'id': '219434063'}]}",739644788,1967924180227330510,2025-09-16 12:11:01+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 450}",@xWASAx @JDOviedoAr Jajajaja,['1967924180227330510'],diana__andrade,DIANA ANDRADE
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}], 'annotations': [{'start': 43, 'end': 47, 'probability': 0.8402, 'type': 'Person', 'normalized_text': 'petro'}]}",1920978585202106368,1967923932054642796,2025-09-16 12:10:02+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6}",@JDOviedoAr @ConTodaPorCol Necesitamos que petro se largue,['1967923932054642796'],alexand15750102,alexander
"{'mentions': [{'start': 0, 'end': 16, 'username': 'MejorJuntos_col', 'id': '1966611523217903617'}, {'start': 17, 'end': 28, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 29, 'end': 42, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 43, 'end': 59, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 60, 'end': 75, 'username': 'sergio_fajardo', 'id': '25185308'}, {'start': 76, 'end': 89, 'username': 'hectorolimpo', 'id': '273145022'}, {'start': 90, 'end': 103, 'username': 'JuanGZuluaga', 'id': '202812622'}, {'start': 104, 'end': 114, 'username': 'agaviriau', 'id': '175806207'}, {'start': 115, 'end': 129, 'username': 'DanielSamperO', 'id': '134855279'}, {'start': 130, 'end': 143, 'username': 'DiegoASantos', 'id': '26946244'}, {'start': 144, 'end': 157, 'username': 'DeLaCalleHum', 'id': '823348278830002177'}], 'annotations': [{'start': 201, 'end': 208, 'probability': 0.9705, 'type': 'Place', 'normalized_text': 'Colombia'}]}",125364903,1967920721243586616,2025-09-16 11:57:16+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 61}","@MejorJuntos_col @JDOviedoAr @MauricioCard @juanmanuelgalan @sergio_fajardo @hectorolimpo @JuanGZuluaga @agaviriau @DanielSamperO @DiegoASantos @DeLaCalleHum Lo ridículo no es la cantidad, sino que en Colombia las candidaturas siempre han sido de individuos y no de procesos colectivos. No es un chiste, es un síntoma: la democracia burguesa no es la vía.",['1967920721243586616'],nelmaforero,NELMA FORERO
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",2436123738,1967920699848397193,2025-09-16 11:57:11+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 49}",@JDOviedoAr @ConTodaPorCol Ya devolvió la plata?,['1967920699848397193'],MrIntestino,Victor Perez
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}], 'annotations': [{'start': 85, 'end': 92, 'probability': 0.9597, 'type': 'Place', 'normalized_text': 'Colombia'}]}",272453286,1967919589138084319,2025-09-16 11:52:46+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 20}",@JDOviedoAr @ConTodaPorCol Uno ve este man y de verdad se pone a pensar que seria de Colombia en manos de esté hpta rolo gomelo nonono 🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️,['1967919589138084319'],CarlosMCorcho,Carlos M. Corcho Abad™
"{'mentions': [{'start': 0, 'end': 15, 'username': 'diana__andrade', 'id': '739644788'}, {'start': 39, 'end': 50, 'username': 'JDOviedoAr', 'id': '219434063'}]}",519131397,1967919296891457844,2025-09-16 11:51:37+00:00,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 7, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 529}",@diana__andrade Todos santista a menos @JDOviedoAr,['1967919296891457844'],xWASAx,Wilson Andrés 🇳🇬
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}], 'annotations': [{'start': 30, 'end': 35, 'probability': 0.3824, 'type': 'Place', 'normalized_text': 'Oviedo'}]}",1163931320784998400,1967918516893519945,2025-09-16 11:48:31+00:00,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 6, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 156}",@JDOviedoAr @ConTodaPorCol Dr Oviedo hasta cuándo vamos a entender que esa política fracasó. Es lo que se llama apagar el fuego con gasolina. Si tenemos éxito en esa lucha pero se mantiene la demanda  va a incrementarse el precio. Es decir narcos hasta el infinito. Así no es. No hay que ser genio.,['1967918516893519945'],pedroel10979641,Frailejón Ernesto P.
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 173, 'end': 189, 'username': 'CxRamirezMiguel', 'id': '1399484619574198272'}, {'start': 190, 'end': 205, 'username': 'julianclavijoo', 'id': '176826801'}]}",917589093374156800,1967918142463828153,2025-09-16 11:47:01+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 45}",@JDOviedoAr @ConTodaPorCol Yo también firme mi fé intacta por un progama de gobierno para el desarrollo de nuestro país carente de una política de valores morales y lealtad @CxRamirezMiguel @julianclavijoo,['1967918142463828153'],MargaritaArval7,Margarita Arévalo Gu
"{'urls': [{'start': 279, 'end': 302, 'url': 'https://t.co/PC0gJPGEV4', 'expanded_url': 'https://x.com/AlDiaNoticiasJD/status/1967917819842138122/video/1', 'display_url': 'pic.x.com/PC0gJPGEV4', 'media_key': '13_1967917774132436992'}], 'mentions': [{'start': 139, 'end': 152, 'username': 'petrogustavo', 'id': '49849732'}, {'start': 238, 'end': 249, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 182, 'end': 189, 'probability': 0.9791, 'type': 'Place', 'normalized_text': 'Colombia'}, {'start': 223, 'end': 228, 'probability': 0.9753, 'type': 'Place', 'normalized_text': 'EE. UU'}]}",182477163,1967917819842138122,2025-09-16 11:45:45+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 62}","La evidencia acumulada a lo largo de los tres últimos años en materia de lucha antinarcóticos confirma contundentemente el anuncio del pte @petrogustavo sobre la no certificación de Colombia en esa materia por parte de los EE. UU, afirmó @JDOviedoAr, pre candidato presidencial. https://t.co/PC0gJPGEV4",['1967917819842138122'],AlDiaNoticiasJD,Al Día Noticias con John Didier Rodríguez Marín
